cohort_rule,age_rule,income_rule,debt_validity_rule,partial_panel_rule,full_panel_definition,n_households,n_complete_12_month_households,n_partial_panel_households,group,paper,replication,diff
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2420,1749,671,Borrow and save,29,30.74272627900572,1.7427262790057192
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,exclude fifth-only panels,12 MTBI positive-total months,2420,1749,671,Save,64,61.91346580672513,-2.086534193274872
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2615,1986,629,Borrow,7,7.467949786993969,0.4679497869939686
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2615,1986,629,Borrow and save,29,29.773679014223536,0.7736790142235357
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,FMLI interviews 2-5,2615,1986,629,Save,64,62.758371198782726,-1.2416288012172743
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2615,1986,629,Borrow,7,7.467949786993969,0.4679497869939686
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2615,1986,629,Borrow and save,29,29.773679014223536,0.7736790142235357
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,consecutive FMLI interviews 2-5,2615,1986,629,Save,64,62.758371198782726,-1.2416288012172743
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2615,1986,629,Borrow,7,7.467949786993969,0.4679497869939686
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2615,1986,629,Borrow and save,29,29.773679014223536,0.7736790142235357
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI record months,2615,1986,629,Save,64,62.758371198782726,-1.2416288012172743
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2615,1986,629,Borrow,7,7.467949786993969,0.4679497869939686
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2615,1986,629,Borrow and save,29,29.773679014223536,0.7736790142235357
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI nonmissing-cost months,2615,1986,629,Save,64,62.758371198782726,-1.2416288012172743
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2615,1749,866,Borrow,7,7.467949786993969,0.4679497869939686
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2615,1749,866,Borrow and save,29,29.773679014223536,0.7736790142235357
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags; absent balance record is zero,retain fifth-only panels,12 MTBI positive-total months,2615,1749,866,Save,64,62.758371198782726,-1.2416288012172743
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2420,1986,434,Borrow,7,7.343807914269201,0.34380791426920077
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2420,1986,434,Borrow and save,29,30.74272627900572,1.7427262790057192
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,FMLI interviews 2-5,2420,1986,434,Save,64,61.91346580672513,-2.086534193274872
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2420,1986,434,Borrow,7,7.343807914269201,0.34380791426920077
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2420,1986,434,Borrow and save,29,30.74272627900572,1.7427262790057192
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,consecutive FMLI interviews 2-5,2420,1986,434,Save,64,61.91346580672513,-2.086534193274872
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2420,1986,434,Borrow,7,7.343807914269201,0.34380791426920077
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2420,1986,434,Borrow and save,29,30.74272627900572,1.7427262790057192
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI record months,2420,1986,434,Save,64,61.91346580672513,-2.086534193274872
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2420,1986,434,Borrow,7,7.343807914269201,0.34380791426920077
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2420,1986,434,Borrow and save,29,30.74272627900572,1.7427262790057192
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI nonmissing-cost months,2420,1986,434,Save,64,61.91346580672513,-2.086534193274872
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2420,1749,671,Borrow,7,7.343807914269201,0.34380791426920077
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2420,1749,671,Borrow and save,29,30.74272627900572,1.7427262790057192
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,exclude fifth-only panels,12 MTBI positive-total months,2420,1749,671,Save,64,61.91346580672513,-2.086534193274872
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2615,1986,629,Borrow,7,7.467949786993969,0.4679497869939686
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2615,1986,629,Borrow and save,29,29.773679014223536,0.7736790142235357
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,FMLI interviews 2-5,2615,1986,629,Save,64,62.758371198782726,-1.2416288012172743
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2615,1986,629,Borrow,7,7.467949786993969,0.4679497869939686
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2615,1986,629,Borrow and save,29,29.773679014223536,0.7736790142235357
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,consecutive FMLI interviews 2-5,2615,1986,629,Save,64,62.758371198782726,-1.2416288012172743
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2615,1986,629,Borrow,7,7.467949786993969,0.4679497869939686
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2615,1986,629,Borrow and save,29,29.773679014223536,0.7736790142235357
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI record months,2615,1986,629,Save,64,62.758371198782726,-1.2416288012172743
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2615,1986,629,Borrow,7,7.467949786993969,0.4679497869939686
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2615,1986,629,Borrow and save,29,29.773679014223536,0.7736790142235357
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI nonmissing-cost months,2615,1986,629,Save,64,62.758371198782726,-1.2416288012172743
inferred first interview,age 25-64 at interview 5,income/reporting throughout observed panel,valid flags plus explicit finance-charge record,retain fifth-only panels,12 MTBI positive-total months,2615,1749,866,Borrow,7,7.467949786993969,0.4679497869939686
